fight date,fight weightclass,win method,rounds,time,Winner,KD W,TD succeeded W,TD attempted W,TD % W,sub attempts W,pass W,str landed W,str total W,sig str landed W,sig str total W,sig str % W,dist str landed W,dist str total W,clinch str landed W,clinch str total W,ground str landed W,ground str total W,Loser,KD L,TD succeeded L,TD attempted L,TD % L,sub attempts L,pass L,str landed L,str total L,sig str landed L,sig str total L,sig str % L,dist str landed L,dist str total L,clinch str landed L,clinch str total L,ground str landed L,ground str total L
"September 27, 2002",Lightweight,U-DEC,3,5:00,Caol Uno,0,0 , 0,--,0,0,85 , 112,35 , 56,62,5 , 10,7 , 9,23 , 37,Din Thomas,0,3 , 6,50,3,4,59 , 78,11 , 24,45,4 , 8,3 , 9,4 , 7
"September 27, 2002",Heavyweight,KO/TKO,1,5:00,Gan McGee,0,0 , 3,0,0,0,17 , 58,17 , 58,29,17 , 57,0 , 1,0 , 0,Pedro Rizzo,0,0 , 0,--,0,0,14 , 28,14 , 28,50,14 , 28,0 , 0,0 , 0
"September 27, 2002",Middleweight,KO/TKO,1,0:18,Phil Baroni,1,0 , 0,--,0,0,8 , 13,8 , 13,61,8 , 13,0 , 0,0 , 0,Dave Menne,0,0 , 0,--,0,0,1 , 7,1 , 7,14,1 , 7,0 , 0,0 , 0
"September 27, 2002",Middleweight,U-DEC,3,5:00,Matt Lindland,0,6 , 9,66,6,0,85 , 145,16 , 63,25,6 , 43,4 , 8,6 , 12,Ivan Salaverry,0,0 , 2,0,0,0,50 , 89,32 , 70,45,27 , 62,5 , 8,0 , 0
"September 27, 2002",Welterweight,KO/TKO,1,4:16,Sean Sherk,0,1 , 5,20,1,0,15 , 17,6 , 8,75,0 , 1,0 , 0,6 , 7,Benji Radach,0,0 , 0,--,0,0,36 , 47,7 , 18,38,4 , 10,3 , 8,0 , 0
"July 13, 2002",Welterweight,KO/TKO,4,3:37,Matt Hughes,0,4 , 6,66,4,1,104 , 123,58 , 77,75,0 , 5,1 , 1,57 , 71,Carlos Newton,0,0 , 1,0,0,1,8 , 14,3 , 9,33,1 , 6,0 , 1,2 , 2
"July 13, 2002",Heavyweight,KO/TKO,1,4:35,Ian Freeman,0,0 , 0,--,0,0,60 , 70,34 , 44,77,3 , 6,11 , 11,20 , 27,Frank Mir,0,1 , 5,20,1,3,6 , 10,6 , 10,60,4 , 8,2 , 2,0 , 0
"July 13, 2002",Middleweight,KO/TKO,1,0:10,Mark Weir,1,0 , 0,--,0,0,4 , 6,4 , 6,66,1 , 2,0 , 0,3 , 4,Eugene Jackson,0,0 , 0,--,0,0,0 , 1,0 , 1,0,0 , 1,0 , 0,0 , 0
"July 13, 2002",Lightweight,SUB,2,1:38,Genki Sudo,0,2 , 3,66,2,3,17 , 37,9 , 29,31,3 , 18,0 , 2,6 , 9,Leigh Remedios,0,0 , 0,--,0,0,32 , 42,5 , 12,41,3 , 9,2 , 3,0 , 0
"July 13, 2002",Light Heavyweight,U-DEC,3,5:00,Phillip Miller,0,4 , 22,18,4,0,82 , 114,30 , 53,56,8 , 14,7 , 11,15 , 28,James Zikic,0,0 , 1,0,0,1,55 , 93,29 , 66,43,8 , 25,11 , 18,10 , 23
"July 13, 2002",Light Heavyweight,U-DEC,3,5:00,Renato Sobral,0,4 , 4,100,4,0,117 , 174,42 , 90,46,9 , 18,0 , 0,33 , 72,Elvis Sinosic,0,0 , 1,0,0,0,79 , 99,7 , 20,35,6 , 18,0 , 0,1 , 2
"July 13, 2002",Light Heavyweight,U-DEC,3,5:00,Evan Tanner,0,3 , 5,60,3,0,131 , 161,70 , 98,71,7 , 9,10 , 13,53 , 76,Chris Haseman,0,0 , 0,--,0,2,49 , 56,14 , 20,70,5 , 9,5 , 7,4 , 4
"June 22, 2002",Light Heavyweight,U-DEC,3,5:00,Chuck Liddell,1,0 , 0,--,0,0,59 , 95,43 , 78,55,20 , 53,17 , 18,6 , 7,Vitor Belfort,0,3 , 4,75,3,0,26 , 49,20 , 42,47,14 , 34,3 , 3,3 , 5
"June 22, 2002",Welterweight,U-DEC,3,5:00,Benji Radach,1,0 , 0,--,0,0,67 , 92,26 , 46,56,3 , 9,2 , 2,21 , 35,Nick Serra,0,1 , 10,10,1,2,23 , 31,0 , 8,0,0 , 8,0 , 0,0 , 0
"June 22, 2002",Welterweight,SUB,1,2:25,Pete Spratt,0,0 , 0,--,0,1,5 , 7,3 , 5,60,2 , 4,1 , 1,0 , 0,Zach Light,0,1 , 1,100,1,0,13 , 16,2 , 5,40,1 , 1,0 , 0,1 , 4
"June 22, 2002",Welterweight,KO/TKO,2,0:27,Robbie Lawler,1,1 , 1,100,1,0,39 , 62,28 , 51,54,3 , 14,17 , 23,8 , 14,Steve Berger,0,1 , 3,33,1,0,28 , 54,11 , 37,29,0 , 16,11 , 21,0 , 0
"June 22, 2002",Middleweight,KO/TKO,2,3:34,Tony Fryklund,1,0 , 0,--,0,1,127 , 174,60 , 102,58,6 , 17,5 , 7,49 , 78,Rodrigo Ruas,0,0 , 0,--,0,0,19 , 42,11 , 31,35,9 , 24,2 , 7,0 , 0
"June 22, 2002",Lightweight,KO/TKO,1,1:19,Yves Edwards,0,0 , 0,--,0,0,6 , 9,6 , 9,66,5 , 6,0 , 0,1 , 3,Joao Pierini,0,0 , 0,--,0,0,1 , 7,1 , 7,14,1 , 7,0 , 0,0 , 0
"May 10, 2002",Middleweight,SUB,3,1:33,Murilo Bustamante,1,2 , 2,100,2,2,39 , 62,17 , 40,42,7 , 13,2 , 5,8 , 22,Matt Lindland,0,0 , 3,0,0,1,82 , 113,35 , 66,53,7 , 28,25 , 33,3 , 5
"May 10, 2002",Heavyweight,KO/TKO,2,3:25,Ricco Rodriguez,0,3 , 5,60,3,1,58 , 77,19 , 33,57,0 , 3,1 , 1,18 , 29,Tsuyoshi Kohsaka,0,1 , 1,100,1,0,27 , 33,6 , 11,54,1 , 2,3 , 7,2 , 2
"May 10, 2002",Lightweight,KO/TKO,2,3:23,BJ Penn,0,0 , 0,--,0,0,91 , 108,39 , 56,69,2 , 7,20 , 21,17 , 28,Paul Creighton,0,3 , 8,37,3,0,8 , 10,6 , 8,75,1 , 3,4 , 4,1 , 1
"May 10, 2002",Middleweight,KO/TKO,1,2:59,Phil Baroni,0,0 , 2,0,0,0,19 , 33,11 , 23,47,4 , 14,0 , 0,7 , 9,Amar Suloev,0,1 , 1,100,1,1,9 , 15,9 , 15,60,7 , 13,0 , 0,2 , 2
"May 10, 2002",Lightweight,U-DEC,3,5:00,Caol Uno,0,3 , 6,50,3,1,58 , 81,19 , 32,59,6 , 13,6 , 8,7 , 11,Yves Edwards,0,1 , 1,100,1,1,30 , 42,13 , 23,56,5 , 10,7 , 11,1 , 2
"May 10, 2002",Middleweight,KO/TKO,3,2:27,Ivan Salaverry,0,2 , 2,100,2,8,156 , 190,43 , 72,59,26 , 45,4 , 7,13 , 20,Andrei Semenov,0,1 , 2,50,1,1,5 , 46,5 , 46,10,5 , 44,0 , 1,0 , 1
"May 10, 2002",Welterweight,Overturned,1,0:27,Benji Radach,1,0 , 0,--,0,0,10 , 12,10 , 12,83,1 , 1,0 , 0,9 , 11,Steve Berger,0,0 , 0,--,0,0,0 , 2,0 , 2,0,0 , 2,0 , 0,0 , 0
"May 10, 2002",Welterweight,U-DEC,3,5:00,Robbie Lawler,1,6 , 8,75,6,0,87 , 176,64 , 153,41,34 , 94,21 , 41,9 , 18,Aaron Riley,0,0 , 3,0,0,1,93 , 170,55 , 130,42,31 , 83,24 , 47,0 , 0
"March 22, 2002",Heavyweight,KO/TKO,2,4:35,Josh Barnett,0,0 , 0,--,0,1,53 , 85,44 , 75,58,0 , 2,13 , 15,31 , 58,Randy Couture,0,1 , 3,33,1,0,33 , 37,18 , 21,85,0 , 1,8 , 8,10 , 12
"March 22, 2002",Heavyweight,KO/TKO,3,1:45,Pedro Rizzo,1,0 , 0,--,0,0,27 , 80,27 , 80,33,26 , 79,1 , 1,0 , 0,Andrei Arlovski,0,0 , 0,--,0,0,38 , 95,38 , 95,40,37 , 93,1 , 2,0 , 0
"March 22, 2002",Welterweight,KO/TKO,4,3:01,Matt Hughes,0,9 , 11,81,9,0,112 , 137,36 , 58,62,8 , 12,1 , 1,27 , 45,Hayato Sakurai,1,0 , 0,--,0,0,14 , 22,5 , 12,41,5 , 12,0 , 0,0 , 0
"March 22, 2002",Middleweight,KO/TKO,1,3:09,Matt Lindland,0,1 , 1,100,1,0,62 , 85,20 , 40,50,0 , 2,0 , 0,20 , 38,Pat Miletich,0,0 , 0,--,0,0,1 , 2,1 , 2,50,1 , 2,0 , 0,0 , 0
"March 22, 2002",Light Heavyweight,KO/TKO,1,2:06,Evan Tanner,0,0 , 0,--,0,0,12 , 18,7 , 13,53,0 , 4,2 , 3,5 , 6,Elvis Sinosic,0,0 , 0,--,0,0,7 , 11,4 , 8,50,2 , 5,2 , 3,0 , 0
"March 22, 2002",Heavyweight,SUB,1,0:46,Frank Mir,0,0 , 0,--,0,1,4 , 6,4 , 6,66,4 , 6,0 , 0,0 , 0,Pete Williams,0,1 , 1,100,1,0,0 , 1,0 , 1,0,0 , 1,0 , 0,0 , 0
"March 22, 2002",Lightweight,SUB,1,2:58,Matt Serra,0,1 , 3,33,1,3,14 , 20,2 , 8,25,0 , 2,0 , 0,2 , 6,Kelly Dullanty,0,0 , 0,--,0,0,17 , 21,0 , 1,0,0 , 0,0 , 1,0 , 0
"March 22, 2002",Welterweight,U-DEC,3,5:00,Sean Sherk,0,7 , 14,50,7,0,227 , 241,21 , 30,70,2 , 6,5 , 6,14 , 18,Jutaro Nakao,0,0 , 0,--,0,0,8 , 24,4 , 20,20,2 , 14,2 , 6,0 , 0
"January 11, 2002",Lightweight,M-DEC,5,5:00,Jens Pulver,0,1 , 1,100,1,0,122 , 186,38 , 98,38,22 , 70,3 , 3,13 , 25,BJ Penn,0,7 , 10,70,7,2,161 , 210,49 , 93,52,39 , 78,3 , 4,7 , 11
"January 11, 2002",Heavyweight,KO/TKO,3,3:00,Ricco Rodriguez,0,3 , 4,75,3,1,100 , 126,42 , 65,64,7 , 19,18 , 24,17 , 22,Jeff Monson,0,2 , 6,33,2,0,45 , 60,7 , 20,35,2 , 11,5 , 9,0 , 0
"January 11, 2002",Middleweight,KO/TKO,2,0:44,Murilo Bustamante,1,2 , 7,28,2,0,14 , 17,9 , 12,75,4 , 5,1 , 3,4 , 4,Dave Menne,0,0 , 0,--,0,0,23 , 42,14 , 33,42,7 , 25,7 , 8,0 , 0
"January 11, 2002",Light Heavyweight,U-DEC,3,5:00,Chuck Liddell,0,0 , 0,--,0,0,46 , 144,46 , 144,31,44 , 141,2 , 3,0 , 0,Amar Suloev,0,0 , 0,--,0,0,26 , 69,26 , 69,37,26 , 69,0 , 0,0 , 0
"January 11, 2002",Middleweight,KO/TKO,2,2:01,Andrei Semenov,1,0 , 0,--,0,0,35 , 59,5 , 29,17,3 , 22,1 , 2,1 , 5,Ricardo Almeida,0,1 , 4,25,1,5,12 , 35,12 , 35,34,7 , 28,5 , 7,0 , 0
"January 11, 2002",Light Heavyweight,U-DEC,3,5:00,Kevin Randleman,0,1 , 1,100,1,0,72 , 100,18 , 39,46,0 , 0,0 , 0,18 , 39,Renato Sobral,0,0 , 0,--,0,5,24 , 26,2 , 3,66,0 , 1,1 , 1,1 , 1
"January 11, 2002",Welterweight,U-DEC,3,5:00,Gil Castillo,0,3 , 3,100,3,0,120 , 150,17 , 33,51,5 , 7,0 , 0,12 , 26,Chris Brennan,0,0 , 2,0,0,1,97 , 115,8 , 23,34,3 , 17,4 , 5,1 , 1
"January 11, 2002",Middleweight,SUB,2,1:14,Eugene Jackson,0,0 , 1,0,0,1,44 , 47,1 , 3,33,1 , 3,0 , 0,0 , 0,Keith Rockel,0,2 , 2,100,2,2,21 , 25,6 , 10,60,2 , 2,0 , 0,4 , 8
"November 02, 2001",Heavyweight,KO/TKO,3,3:22,Randy Couture,0,3 , 5,60,3,0,98 , 111,41 , 52,78,18 , 26,4 , 4,19 , 22,Pedro Rizzo,0,1 , 1,100,1,0,20 , 42,13 , 34,38,9 , 30,4 , 4,0 , 0
"November 02, 2001",Heavyweight,KO/TKO,2,4:02,Ricco Rodriguez,0,5 , 6,83,5,1,86 , 107,26 , 43,60,1 , 4,1 , 1,24 , 38,Pete Williams,0,0 , 0,--,0,1,10 , 13,4 , 6,66,1 , 3,0 , 0,3 , 3
"November 02, 2001",Welterweight,KO/TKO,2,1:27,Matt Hughes,0,4 , 4,100,4,1,14 , 20,8 , 14,57,0 , 1,2 , 2,6 , 11,Carlos Newton,0,0 , 0,--,0,1,18 , 23,2 , 7,28,0 , 4,2 , 3,0 , 0
"November 02, 2001",Lightweight,KO/TKO,1,0:11,BJ Penn,1,1 , 1,100,1,0,5 , 6,5 , 6,83,1 , 2,0 , 0,4 , 4,Caol Uno,0,0 , 0,--,0,0,0 , 1,0 , 1,0,0 , 1,0 , 0,0 , 0
"November 02, 2001",Heavyweight,KO/TKO,2,4:25,Josh Barnett,0,2 , 2,100,2,1,83 , 88,17 , 20,85,1 , 2,4 , 4,12 , 14,Bobby Hoffman,0,1 , 2,50,1,1,21 , 31,6 , 14,42,1 , 2,2 , 3,3 , 9
"November 02, 2001",Light Heavyweight,SUB,2,0:55,Evan Tanner,0,0 , 0,--,0,4,6 , 7,4 , 4,100,3 , 3,1 , 1,0 , 0,Homer Moore,0,2 , 3,66,2,0,12 , 16,4 , 8,50,2 , 3,0 , 0,2 , 5
"November 02, 2001",Middleweight,M-DEC,3,5:00,Matt Lindland,0,4 , 9,44,4,0,215 , 242,71 , 94,75,12 , 20,26 , 32,33 , 42,Phil Baroni,1,0 , 1,0,0,2,80 , 103,32 , 54,59,4 , 13,19 , 27,9 , 14
"November 02, 2001",Heavyweight,SUB,1,1:05,Frank Mir,0,0 , 0,--,0,1,6 , 11,3 , 7,42,3 , 7,0 , 0,0 , 0,Roberto Traven,0,0 , 0,--,0,0,1 , 2,1 , 2,50,1 , 2,0 , 0,0 , 0
"September 28, 2001",Light Heavyweight,U-DEC,5,5:00,Tito Ortiz,0,5 , 9,55,5,0,248 , 269,64 , 84,76,5 , 15,47 , 49,12 , 20,Vladimir Matyushenko,0,1 , 6,16,1,0,103 , 138,19 , 49,38,8 , 36,11 , 13,0 , 0
"September 28, 2001",Lightweight,U-DEC,5,5:00,Jens Pulver,0,0 , 0,--,0,1,100 , 136,27 , 60,45,9 , 35,3 , 3,15 , 22,Dennis Hallman,0,2 , 12,16,2,3,56 , 91,15 , 48,31,13 , 42,0 , 3,2 , 3
"September 28, 2001",Light Heavyweight,U-DEC,3,5:00,Chuck Liddell,1,0 , 0,--,0,0,27 , 78,27 , 78,34,16 , 65,2 , 2,9 , 11,Murilo Bustamante,0,2 , 20,10,2,0,15 , 30,15 , 30,50,13 , 24,1 , 3,1 , 3
"September 28, 2001",Welterweight,M-DEC,3,5:00,Matt Serra,0,3 , 12,25,3,3,20 , 31,9 , 17,52,3 , 7,0 , 0,6 , 10,Yves Edwards,0,0 , 0,--,0,0,27 , 33,9 , 14,64,2 , 7,6 , 6,1 , 1
"September 28, 2001",Middleweight,U-DEC,5,5:00,Dave Menne,0,1 , 1,100,1,4,180 , 241,70 , 125,56,24 , 59,30 , 42,16 , 24,Gil Castillo,0,7 , 19,36,7,0,110 , 126,9 , 25,36,7 , 23,2 , 2,0 , 0
"September 28, 2001",Welterweight,KO/TKO,2,0:15,Jutaro Nakao,1,0 , 1,0,0,0,16 , 16,8 , 8,100,6 , 6,0 , 0,2 , 2,Tony DeSouza,0,0 , 0,--,0,0,45 , 49,1 , 5,20,0 , 3,1 , 2,0 , 0
"September 28, 2001",Middleweight,SUB,1,4:06,Ricardo Almeida,0,1 , 1,100,1,1,16 , 17,4 , 4,100,4 , 4,0 , 0,0 , 0,Eugene Jackson,0,2 , 2,100,2,2,18 , 23,1 , 4,25,1 , 3,0 , 0,0 , 1
"September 28, 2001",Lightweight,U-DEC,3,5:00,Din Thomas,0,1 , 1,100,1,0,98 , 128,42 , 69,60,11 , 24,24 , 35,7 , 10,Fabiano Iha,0,2 , 7,28,2,2,46 , 78,19 , 45,42,4 , 20,11 , 18,4 , 7
"June 29, 2001",Light Heavyweight,KO/TKO,1,3:32,Tito Ortiz,0,1 , 1,100,1,0,58 , 82,35 , 59,59,3 , 9,1 , 3,31 , 47,Elvis Sinosic,0,0 , 0,--,0,0,12 , 18,3 , 8,37,3 , 8,0 , 0,0 , 0
"June 29, 2001",Lightweight,KO/TKO,1,2:42,BJ Penn,1,0 , 1,0,0,0,11 , 13,6 , 8,75,0 , 2,4 , 4,2 , 2,Din Thomas,0,1 , 1,100,1,0,25 , 29,1 , 5,20,0 , 2,0 , 0,1 , 3
"June 29, 2001",Heavyweight,SUB,1,4:21,Josh Barnett,0,1 , 1,100,1,1,21 , 28,10 , 17,58,0 , 1,0 , 0,10 , 16,Semmy Schilt,0,0 , 0,--,0,0,4 , 6,1 , 1,100,1 , 1,0 , 0,0 , 0
"June 29, 2001",Welterweight,KO/TKO,2,2:42,Pat Miletich,1,1 , 1,100,1,0,76 , 83,10 , 16,62,6 , 10,4 , 6,0 , 0,Shonie Carter,0,0 , 0,--,0,0,18 , 47,14 , 42,33,10 , 37,4 , 5,0 , 0
"June 29, 2001",Lightweight,KO/TKO,1,1:48,Caol Uno,0,2 , 4,50,2,0,14 , 24,8 , 17,47,2 , 6,0 , 1,6 , 10,Fabiano Iha,0,0 , 0,--,0,1,7 , 14,6 , 13,46,5 , 10,1 , 3,0 , 0
"June 29, 2001",Light Heavyweight,U-DEC,3,5:00,Vladimir Matyushenko,0,3 , 3,100,3,0,119 , 146,17 , 28,60,1 , 2,1 , 1,15 , 25,Yuki Kondo,0,0 , 2,0,0,0,79 , 83,1 , 3,33,1 , 2,0 , 1,0 , 0
"June 29, 2001",Heavyweight,KO/TKO,3,1:23,Ricco Rodriguez,0,2 , 8,25,2,1,64 , 84,30 , 50,60,7 , 19,3 , 3,20 , 28,Andrei Arlovski,0,0 , 1,0,0,0,18 , 33,11 , 26,42,7 , 19,4 , 7,0 , 0
"June 29, 2001",Lightweight,SUB,1,1:05,Tony DeSouza,0,0 , 0,--,0,2,1 , 3,1 , 3,33,1 , 3,0 , 0,0 , 0,Paul Rodriguez,0,0 , 1,0,0,0,2 , 2,2 , 2,100,2 , 2,0 , 0,0 , 0
"May 04, 2001",Heavyweight,U-DEC,5,5:00,Randy Couture,0,3 , 15,20,3,0,147 , 197,69 , 118,58,28 , 57,20 , 26,21 , 35,Pedro Rizzo,1,0 , 0,--,0,0,76 , 144,42 , 108,38,29 , 85,7 , 14,6 , 9
"May 04, 2001",Welterweight,SUB,3,2:50,Carlos Newton,0,4 , 6,66,4,1,53 , 96,14 , 52,26,9 , 40,4 , 6,1 , 6,Pat Miletich,0,0 , 0,--,0,0,50 , 100,28 , 76,36,24 , 68,3 , 6,1 , 2
"May 04, 2001",Light Heavyweight,KO/TKO,1,1:18,Chuck Liddell,1,0 , 0,--,0,0,4 , 6,3 , 5,60,2 , 4,1 , 1,0 , 0,Kevin Randleman,0,0 , 2,0,0,0,1 , 1,0 , 0,--,0 , 0,0 , 0,0 , 0
"May 04, 2001",Welterweight,KO/TKO,3,4:51,Shonie Carter,2,2 , 3,66,2,0,49 , 65,18 , 33,54,10 , 16,6 , 6,2 , 11,Matt Serra,0,2 , 13,15,2,3,27 , 44,10 , 25,40,5 , 19,3 , 4,2 , 2
"May 04, 2001",Heavyweight,KO/TKO,2,1:28,Semmy Schilt,2,0 , 0,--,0,0,22 , 34,15 , 26,57,11 , 20,2 , 4,2 , 2,Pete Williams,0,1 , 4,25,1,0,14 , 18,6 , 9,66,1 , 3,0 , 0,5 , 6
"May 04, 2001",Light Heavyweight,DQ,3,4:21,Matt Lindland,0,5 , 5,100,5,0,118 , 153,22 , 49,44,3 , 12,7 , 11,12 , 26,Ricardo Almeida,0,0 , 1,0,0,0,16 , 25,9 , 18,50,5 , 12,1 , 3,3 , 3
"May 04, 2001",Lightweight,KO/TKO,1,4:57,BJ Penn,0,2 , 2,100,2,0,76 , 86,22 , 32,68,3 , 8,3 , 3,16 , 21,Joey Gilbert,0,0 , 1,0,0,0,11 , 15,3 , 7,42,1 , 5,2 , 2,0 , 0
"May 04, 2001",Welterweight,U-DEC,3,5:00,Tony DeSouza,0,5 , 5,100,5,0,51 , 71,28 , 48,58,1 , 6,2 , 3,25 , 39,Steve Berger,0,0 , 0,--,0,3,108 , 129,2 , 18,11,2 , 17,0 , 1,0 , 0
"February 23, 2001",Middleweight,KO/TKO,1,0:32,Tito Ortiz,0,1 , 1,100,1,0,7 , 7,7 , 7,100,1 , 1,4 , 4,2 , 2,Evan Tanner,0,0 , 0,--,0,0,0 , 1,0 , 1,0,0 , 1,0 , 0,0 , 0
"February 23, 2001",Lightweight,U-DEC,5,5:00,Jens Pulver,0,0 , 0,--,0,0,103 , 185,50 , 131,38,31 , 96,18 , 30,1 , 5,Caol Uno,0,3 , 25,12,3,0,56 , 107,50 , 101,49,41 , 89,7 , 10,2 , 2
"February 23, 2001",Welterweight,SUB,1,1:40,Fabiano Iha,0,1 , 2,50,1,1,3 , 6,3 , 6,50,2 , 5,1 , 1,0 , 0,Phil Johns,0,0 , 1,0,0,0,6 , 7,2 , 3,66,1 , 2,1 , 1,0 , 0
"February 23, 2001",Middleweight,SUB,1,2:52,Elvis Sinosic,0,0 , 0,--,0,2,21 , 24,2 , 5,40,2 , 5,0 , 0,0 , 0,Jeremy Horn,0,0 , 0,--,0,0,28 , 37,4 , 10,40,2 , 8,0 , 0,2 , 2
"February 23, 2001",Heavyweight,KO/TKO,2,4:21,Pedro Rizzo,1,0 , 0,--,0,0,35 , 90,31 , 86,36,23 , 71,8 , 15,0 , 0,Josh Barnett,0,0 , 0,--,0,0,41 , 103,39 , 101,38,29 , 78,10 , 23,0 , 0
"February 23, 2001",Heavyweight,Overturned,1,3:27,Bobby Hoffman,1,0 , 0,--,0,0,64 , 67,20 , 23,86,0 , 1,20 , 22,0 , 0,Mark Robinson,0,0 , 0,--,0,0,1 , 2,0 , 1,0,0 , 0,0 , 1,0 , 0
"February 23, 2001",Middleweight,U-DEC,2,5:00,Phil Baroni,0,2 , 2,100,2,0,210 , 230,39 , 54,72,1 , 2,0 , 0,38 , 52,Curtis Stout,0,0 , 0,--,0,0,41 , 42,2 , 3,66,2 , 3,0 , 0,0 , 0
"February 23, 2001",Welterweight,SUB,2,4:47,Sean Sherk,0,4 , 5,80,4,0,134 , 146,12 , 16,75,1 , 3,1 , 1,10 , 12,Tiki Ghosn,0,0 , 0,--,0,0,10 , 16,1 , 7,14,1 , 6,0 , 1,0 , 0
"December 16, 2000",Middleweight,SUB,1,1:52,Tito Ortiz,0,2 , 2,100,2,2,31 , 40,16 , 22,72,0 , 1,0 , 0,16 , 21,Yuki Kondo,1,0 , 0,--,0,0,2 , 4,2 , 4,50,2 , 4,0 , 0,0 , 0
"December 16, 2000",Welterweight,SUB,2,1:58,Pat Miletich,0,3 , 3,100,3,2,31 , 43,16 , 28,57,5 , 15,1 , 1,10 , 12,Kenichi Yamamoto,0,0 , 4,0,0,0,3 , 7,3 , 7,42,2 , 6,1 , 1,0 , 0
"December 16, 2000",Middleweight,KO/TKO,1,2:58,Matt Lindland,0,0 , 0,--,0,0,39 , 52,17 , 26,65,0 , 2,1 , 1,16 , 23,Yoji Anjo,0,0 , 1,0,0,0,0 , 1,0 , 1,0,0 , 1,0 , 0,0 , 0
"December 16, 2000",Welterweight,KO/TKO,1,2:24,Fabiano Iha,0,1 , 1,100,1,0,16 , 20,8 , 12,66,0 , 0,0 , 0,8 , 12,Daiju Takase,0,0 , 0,--,0,0,1 , 3,0 , 2,0,0 , 2,0 , 0,0 , 0
"December 16, 2000",Middleweight,KO/TKO,1,4:58,Evan Tanner,0,1 , 1,100,1,0,47 , 55,32 , 40,80,2 , 2,5 , 7,25 , 31,Lance Gibson,0,0 , 0,--,0,0,18 , 21,6 , 8,75,1 , 1,4 , 5,1 , 2
"December 16, 2000",Welterweight,SUB,1,0:20,Dennis Hallman,0,0 , 0,--,0,1,0 , 0,0 , 0,--,0 , 0,0 , 0,0 , 0,Matt Hughes,0,1 , 1,100,1,0,1 , 1,1 , 1,100,0 , 0,0 , 0,1 , 1
"December 16, 2000",Middleweight,U-DEC,3,5:00,Chuck Liddell,0,0 , 0,--,0,0,45 , 80,42 , 77,54,31 , 62,5 , 9,6 , 6,Jeff Monson,0,1 , 17,5,1,0,18 , 32,6 , 20,30,4 , 16,2 , 4,0 , 0
"November 17, 2000",Heavyweight,KO/TKO,3,4:13,Randy Couture,0,1 , 1,100,1,1,71 , 85,28 , 41,68,0 , 5,14 , 16,14 , 20,Kevin Randleman,0,2 , 2,100,2,1,47 , 51,15 , 19,78,3 , 7,6 , 6,6 , 6
"November 17, 2000",Heavyweight,M-DEC,3,5:00,Renato Sobral,0,4 , 5,80,4,2,68 , 89,7 , 17,41,4 , 12,0 , 0,3 , 5,Maurice Smith,0,0 , 0,--,0,0,60 , 67,5 , 12,41,5 , 12,0 , 0,0 , 0
"November 17, 2000",Super Heavyweight,KO/TKO,2,4:34,Josh Barnett,0,1 , 1,100,1,1,44 , 55,17 , 24,70,1 , 4,6 , 7,10 , 13,Gan McGee,0,2 , 5,40,2,0,24 , 35,10 , 21,47,1 , 2,2 , 2,7 , 17
"November 17, 2000",Heavyweight,SUB,1,0:55,Andrei Arlovski,0,1 , 1,100,1,2,2 , 4,2 , 4,50,2 , 2,0 , 2,0 , 0,Aaron Brink,0,0 , 1,0,0,0,0 , 5,0 , 5,0,0 , 3,0 , 2,0 , 0
"November 17, 2000",Lightweight,KO/TKO,1,0:15,Jens Pulver,1,0 , 0,--,0,0,1 , 3,1 , 3,33,1 , 3,0 , 0,0 , 0,John Lewis,0,0 , 0,--,0,0,0 , 1,0 , 1,0,0 , 1,0 , 0,0 , 0
"November 17, 2000",Middleweight,U-DEC,2,5:00,Mark Hughes,0,2 , 4,50,2,3,68 , 78,9 , 19,47,0 , 1,1 , 1,8 , 17,Alex Stiebling,0,0 , 0,--,0,1,38 , 42,4 , 7,57,0 , 2,1 , 2,3 , 3
"November 17, 2000",Welterweight,U-DEC,2,5:00,Ben Earwood,0,2 , 2,100,2,0,64 , 71,5 , 9,55,1 , 1,0 , 0,4 , 8,Chris Lytle,0,0 , 0,--,0,1,29 , 31,2 , 3,66,2 , 3,0 , 0,0 , 0
"September 22, 2000",Heavyweight,KO/TKO,1,1:33,Pedro Rizzo,1,0 , 0,--,0,0,2 , 7,2 , 7,28,2 , 6,0 , 0,0 , 1,Dan Severn,0,0 , 1,0,0,0,1 , 4,0 , 3,0,0 , 3,0 , 0,0 , 0
"September 22, 2000",Heavyweight,S-DEC,3,5:00,Maurice Smith,0,0 , 0,--,0,0,86 , 98,43 , 55,78,3 , 4,40 , 51,0 , 0,Bobby Hoffman,0,4 , 4,100,4,0,24 , 68,10 , 44,22,0 , 13,4 , 12,6 , 19
"September 22, 2000",Middleweight,SUB,1,4:32,Jeremy Horn,0,1 , 2,50,1,1,23 , 29,2 , 6,33,0 , 3,0 , 0,2 , 3,Eugene Jackson,0,0 , 0,--,0,0,11 , 18,2 , 9,22,0 , 7,1 , 1,1 , 1
"September 22, 2000",Welterweight,SUB,1,1:10,Fabiano Iha,0,1 , 1,100,1,2,1 , 3,1 , 3,33,1 , 3,0 , 0,0 , 0,Laverne Clark,0,0 , 0,--,0,0,1 , 2,1 , 2,50,1 , 2,0 , 0,0 , 0
